80s_n1,danf,0,2003-11-01 00:00:00+00,n_plur_xmod_le,80s,80s,,,,,"80",,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
900s_n1,danf,0,2003-11-01 00:00:00+00,n_plur_xmod_le,900s,900s,,,,,"900",,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
90s_n1,danf,0,2003-11-01 00:00:00+00,n_plur_xmod_le,90s,90s,,,,,"90",,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
aachen_n1,danf,0,2003-11-01 00:00:00+00,n_proper_le,aachen,aachen,,,,,"aachen",,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
abandon_v13,danf,0,2003-11-01 00:00:00+00,v_np*_trans_le,abandon,abandon,,"_abandon_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
abbreviation_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,abbreviation,abbreviation,,"_abbreviation_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
ability_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,ability,ability,,"_ability_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
ability_n2,danf,0,2003-11-01 00:00:00+00,n_vpcomp_le,ability,ability,,"_ability_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
able_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,able,able,,"_able_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
able_a2,danf,0,2003-11-01 00:00:00+00,adj_reg_equi_le,able,able,,"_able_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
abnormal_isect,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,abnormal,abnormal,,"_abnormal_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
abnormally_adv,danf,0,2003-11-01 00:00:00+00,adv_int_vp_le,abnormally,abnormally,,"_abnormally_r_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
abolish_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,abolish,abolish,,"_abolish_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
about,danf,0,2003-11-01 00:00:00+00,p_le,about,about,,_about_p_rel,,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
about_a1,danf,0,2003-11-01 00:00:00+00,adj_reg_equi_le,about,about,,"_about_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
about_deg,danf,0,2003-11-01 00:00:00+00,adv_degree_spec_jov_le,about,about,,"_about_x_approx_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
about_prtcl,danf,0,2003-11-01 00:00:00+00,p_prtcl_le,about,about,,_about_p_sel_rel,,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
above,danf,0,2003-11-01 00:00:00+00,p_reg_le,above,above,,_above_p_rel,,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
above_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,above,above,,"_above_j_1_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
above_adv1,danf,0,2003-11-01 00:00:00+00,pp_le,above,above,,_above_p_rel,,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
above_all_adv1,danf,0,2003-11-01 00:00:00+00,adv_int_vp_post_le,above all,all,,"_above+all_r_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
above_dollar_adj,danf,0,2003-11-01 00:00:00+00,adj_dollar_le,above,above,,"_above_j_dollar_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
above_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,above,above,,"_above_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
above_named_a1,danf,0,2003-11-01 00:00:00+00,adj_attr_intrans_le,above - named,named,,"_above+named_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
abrams,danf,0,2003-11-01 00:00:00+00,n_proper_le,abrams,abrams,,,,,"abrams",,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
abreast_a1,danf,0,2003-11-01 00:00:00+00,adj_trans_le,abreast,abreast,,"_abreast_j_rel",,,,,_of_p_sel_rel,,,,,,,,,,,EN,US,,,,,1,LinGO,1
abroad_adv,danf,0,2003-11-01 00:00:00+00,pp_le,abroad,abroad,,_abroad_p_rel,,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
absence_n1,danf,0,2003-11-01 00:00:00+00,n_ppof_le,absence,absence,,"_absence_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
absent_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,absent,absent,,"_absent_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
absolute_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,absolute,absolute,,"_absolute_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
absolutely_adv1,danf,0,2003-11-01 00:00:00+00,adv_vp_pre_le,absolutely,absolutely,,"_absolutely_r_scop_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
absolutely_adv2,danf,0,2003-11-01 00:00:00+00,adv_s_pre_le,absolutely,absolutely,,"_absolutely_r_scop_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
absolutely_deg,danf,0,2003-11-01 00:00:00+00,adv_degree_spec_v_le,absolutely,absolutely,,"_absolutely_x_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
abstain_v1,danf,0,2003-11-01 00:00:00+00,v_empty_prep_intrans_le,abstain,abstain,,"_abstain_v_from_rel",,,,,_from_p_sel_rel,,,,,,,,,,,EN,US,,,,,1,LinGO,1
abstain_v2,danf,0,2003-11-01 00:00:00+00,v_unerg_le,abstain,abstain,,"_abstain_v_from_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
abuse_n1,danf,0,2003-11-01 00:00:00+00,n_ppof_le,abuse,abuse,,"_abuse_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
abuse_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,abuse,abuse,,"_abuse_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acapulco_n1,danf,0,2003-11-01 00:00:00+00,n_proper_le,acapulco,acapulco,,,,,"acapulco",,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acceptable_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,acceptable,acceptable,,"_acceptable_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acceptable_a2,danf,0,2003-11-01 00:00:00+00,adj_reg_atrans_le,acceptable,acceptable,,"_acceptable_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acceptable_a3,danf,0,2003-11-01 00:00:00+00,adj_reg_atrans_cp_le,acceptable,acceptable,,"_acceptable_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acceptably_a1,danf,0,2003-11-01 00:00:00+00,adv_int_vp_le,acceptably,acceptably,,"_acceptably_r_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acceptance_n1,danf,0,2003-11-01 00:00:00+00,n_mass_le,acceptance,acceptance,,"_acceptance_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accept_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,accept,accept,,"_accept_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accessible_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,accessible,accessible,,"_accessible_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
access_n1,danf,0,2003-11-01 00:00:00+00,n_mass_le,access,access,,"_access_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accessory_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,accessory,accessory,,"_accessory_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
access_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,access,access,,"_access_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accidental_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,accidental,accidental,,"_accidental_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accidentally_adv1,danf,0,2003-11-01 00:00:00+00,adv_int_vp_le,accidentally,accidentally,,"_accidentally_r_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accident_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,accident,accident,,"_accident_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acclimatize_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,acclimatize,acclimatize,,"_acclimatize_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accommodate_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,accommodate,accommodate,,"_accommodate_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accommodation_n1,danf,0,2003-11-01 00:00:00+00,n_mass_count_le,accommodation,accommodation,,"_accommodation_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accompany_v13,danf,0,2003-11-01 00:00:00+00,v_np*_trans_le,accompany,accompany,,"_accompany_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accomplish_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,accomplish,accomplish,,"_accomplish_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accordingly_adv1,danf,0,2003-11-01 00:00:00+00,adv_int_vp_post_le,accordingly,accordingly,,"_accordingly_r_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
according_to,danf,0,2003-11-01 00:00:00+00,p_le,according to,to,,_according+to_p_rel,,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accountant_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,accountant,accountant,,"_accountant_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
account_n1,danf,0,2003-11-01 00:00:00+00,n_ppof_le,account,account,,"_account_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
account_n2,danf,0,2003-11-01 00:00:00+00,n_intr_nospr_le,account,account,,_account_n_i_rel,,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
account_n3,danf,0,2003-11-01 00:00:00+00,n_intr_le,acc't,acc't,,"_account_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
account_n4,danf,0,2003-11-01 00:00:00+00,n_intr_le,acc 't,'t,,"_account_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
account_title,danf,0,2003-11-01 00:00:00+00,n_title_le,account,account,,"_account_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
account_v1,danf,0,2003-11-01 00:00:00+00,v_empty_prep_intrans_le,account,account,,"_account_v_for_rel",,,,,_for_p_sel_rel,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accumulate_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,accumulate,accumulate,,"_accumulate_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accumulate_v2,danf,0,2003-11-01 00:00:00+00,v_unacc_le,accumulate,accumulate,,"_accumulate_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accumulation_n1,danf,0,2003-11-01 00:00:00+00,n_mass_count_ppof_le,accumulation,accumulation,,"_accumulation_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
accurate_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,accurate,accurate,,"_accurate_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acer_n1,danf,0,2003-11-01 00:00:00+00,n_proper_le,acer,acer,,,,,"acer",,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
achieve_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,achieve,achieve,,"_achieve_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acknowledgement_n1,danf,0,2003-11-01 00:00:00+00,n_ppof_le,acknowledgement,acknowledgement,,"_acknowledgement_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acknowledge_v1,danf,0,2003-11-01 00:00:00+00,v_np*_trans_le,acknowledge,acknowledge,,"_acknowledge_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acknowledge_v2,danf,0,2003-11-01 00:00:00+00,v_cp_prop_non_trans_le,acknowledge,acknowledge,,"_acknowledge_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acme_n1,danf,0,2003-11-01 00:00:00+00,n_proper_le,acme,acme,,,,,"acme",,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acquaintance_n,danf,0,2003-11-01 00:00:00+00,n_intr_le,acquaintance,acquaintance,,"_acquaintance_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acquainted_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,acquainted,acquainted,,"_acquainted_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acquaint_with_v1,danf,0,2003-11-01 00:00:00+00,v_np*_prep_trans_le,acquaint,acquaint,,"_acquaint_v_rel",,,,,,_with_p_rel,,,,,,,,,,EN,US,,,,,1,LinGO,1
acquire_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,acquire,acquire,,"_acquire_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acquisition_n1,danf,0,2003-11-01 00:00:00+00,n_ppof_le,acquisition,acquisition,,"_acquisition_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
acronym_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,acronym,acronym,,"_acronym_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
across,danf,0,2003-11-01 00:00:00+00,p_reg_le,across,across,,_across_p_rel,,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
across_padv,danf,0,2003-11-08 12:58:35.805928+00,adv_degree_spec_pp_le,across,across,,"_across_p_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
across_pp,danf,0,2003-11-01 00:00:00+00,pp_le,across,across,,_across_p_rel,,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
across_prtcl,danf,0,2003-11-01 00:00:00+00,p_prtcl_le,across,across,,_across_p_sel_rel,,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
action_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,action,action,,"_action_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
activate_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,activate,activate,,"_activate_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
activate_v13,danf,0,2003-11-01 00:00:00+00,v_np*_trans_le,activate,activate,,"_activate_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
active_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,active,active,,"_active_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
activity_n1,danf,0,2003-11-01 00:00:00+00,n_mass_count_le,activity,activity,,"_activity_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
act_n1,danf,0,2003-11-01 00:00:00+00,n_ppof_le,act,act,,"_act_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
actor_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,actor,actor,,"_actor_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
actress_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,actress,actress,,"_actress_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
actual_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,actual,actual,,"_actual_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
actually_adv1,danf,0,2003-11-01 00:00:00+00,adv_vp_aux_le,actually,actually,,"_actually_r_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
actually_adv2,danf,0,2003-11-01 00:00:00+00,adv_s_pre_le,actually,actually,,"_actually_r_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
actually_root,danf,0,2003-11-01 00:00:00+00,adv_disc_posth_le,actually,actually,,,,,"actually",,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
act_v1,danf,0,2003-11-01 00:00:00+00,v_unerg_le,act,act,,"_act_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
adapt_v1,danf,0,2003-11-01 00:00:00+00,v_empty_prep_intrans_le,adapt,adapt,,"_adapt_v_rel",,,,,_to_p_sel_rel,,,,,,,,,,,EN,US,,,,,1,LinGO,1
adapt_v2,danf,0,2003-11-01 00:00:00+00,v_unerg_le,adapt,adapt,,"_adapt_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
adapt_v3,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,adapt,adapt,,"_adapt_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
added_a1,danf,0,2003-11-01 00:00:00+00,adj_attr_intrans_le,added,added,,"_added_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
addicted_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,addicted,addicted,,"_addicted_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
addict_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,addict,addict,,"_addict_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
additional_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,additional,additional,,"_additional_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
additionally_isect,danf,0,2003-11-01 00:00:00+00,adv_int_vp_le,additionally,additionally,,"_additionally_r_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
addition_n1,danf,0,2003-11-01 00:00:00+00,n_mass_le,addition,addition,,"_addition_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
add_on_v1,danf,0,2003-11-01 00:00:00+00,v_particle_np_le,add,add,,"_add_v_on_rel",,,,,_on_p_sel_rel,,,,,,,,,,,EN,US,,,,,1,LinGO,1
addressee_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,addressee,addressee,,"_addressee_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
address_n1,danf,0,2003-11-01 00:00:00+00,n_ppof_appos_le,address,address,,"_address_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
address_v1,danf,0,2003-11-01 00:00:00+00,v_to*_trans_le,address,address,,"_address_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
add_to_v1,danf,0,2003-11-01 00:00:00+00,v_to_trans*_le,add,add,,"_add_v_to_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
add_up_v1,danf,0,2003-11-01 00:00:00+00,v_particle_np_le,add,add,,"_add_v_up_rel",,,,,_up_p_sel_rel,,,,,,,,,,,EN,US,,,,,1,LinGO,1
add_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,add,add,,"_add_v_1_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
adequate_isect,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,adequate,adequate,,"_adequate_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
adequately_isect,danf,0,2003-11-01 00:00:00+00,adv_int_vp_le,adequately,adequately,,"_adequately_r_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
a_det,danf,0,2003-11-01 00:00:00+00,det_sg_nomod_le,a,a,,_a_q_rel,,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
a_det_plus,danf,0,2003-11-01 00:00:00+00,det_sg_nomod_fract_le,a,a,,_a_q_rel,,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
ad_hoc_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,ad hoc,hoc,,"_ad+hoc_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
adjacent_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,adjacent,adjacent,,"_adjacent_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
adjourn_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,adjourn,adjourn,,"_adjourn_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
adjustable_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,adjustable,adjustable,,"_adjustable_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
adjust_to_v1,danf,0,2003-11-01 00:00:00+00,v_prep_intrans_le,adjust,adjust,,"_adjust_v_rel",,,,,_to_p_rel,,,,,,,,,,,EN,US,,,,,1,LinGO,1
adjust_v13,danf,0,2003-11-01 00:00:00+00,v_np*_trans_le,adjust,adjust,,"_adjust_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
administer_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,administer,administer,,"_administer_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
administration_n1,danf,0,2003-11-01 00:00:00+00,n_mass_count_ppof_le,administration,administration,,"_administration_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
administrative_isect,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,administrative,administrative,,"_administrative_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
administratively_adv1,danf,0,2003-11-01 00:00:00+00,adv_int_vp_post_le,administratively,administratively,,"_administratively_r_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
administrator_n1,danf,0,2003-11-01 00:00:00+00,n_ppof_le,administrator,administrator,,"_administrator_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
admin_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,admin,admin,,"_admin_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
admire_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,admire,admire,,"_admire_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
admittedly_adv1,danf,0,2003-11-01 00:00:00+00,adv_int_vp_post_le,admittedly,admittedly,,"_admittedly_r_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
admit_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,admit,admit,,"_admit_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
admit_v2,danf,0,2003-11-01 00:00:00+00,v_cp_prop_non_trans_le,admit,admit,,"_admit_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
admit_v3,danf,0,2003-11-01 00:00:00+00,v_unerg_le,admit,admit,,"_admit_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
ad_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,ad,ad,,"_ad_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
ado_n1,danf,0,2003-11-01 00:00:00+00,n_mass_le,ado,ado,,"_ado_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
adoption_n1,danf,0,2003-11-01 00:00:00+00,n_mass_le,adoption,adoption,,"_adoption_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
adrenaline_n1,danf,0,2003-11-01 00:00:00+00,n_intr_le,adrenaline,adrenaline,,"_adrenaline_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
advanced_a1,danf,0,2003-11-01 00:00:00+00,adj_intrans_le,advanced,advanced,,"_advanced_j_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
advance_n1,danf,0,2003-11-01 00:00:00+00,n_ppof_le,advance,advance,,"_advance_n_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
advance_v1,danf,0,2003-11-01 00:00:00+00,v_np_trans_le,advance,advance,,"_advance_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
advance_v2,danf,0,2003-11-01 00:00:00+00,v_ditrans_only_le,advance,advance,,"_advance_v_rel",,,,,,,,,,,,,,,,EN,US,,,,,1,LinGO,1
